id,name,age,country,signup_date,purchase_amount,tax,total_cost
463,User_463,53,UK,2021-12-10,722.81,0.11,79.51
464,User_464,25,Japan,2022-09-24,631.41,0.08,50.51
465,User_465,51,India,2021-07-16,394.81,0.11,43.43
466,User_466,50,France,2022-04-15,836.41,0.05,41.82
467,User_467,23,Germany,2024-11-04,561.18,0.13,72.95
468,User_468,48,Israel,2022-10-11,428.28,0.12,51.39
469,User_469,51,France,2024-09-01,251.67,0.12,30.2
470,User_470,57,USA,2022-08-18,365.84,0.05,18.29
471,User_471,18,France,2023-06-03,30.13,0.1,3.01
472,User_472,67,France,2020-04-04,916.7,0.08,73.34
473,User_473,22,Japan,2020-01-12,116.82,0.16,18.69
474,User_474,70,India,2024-02-04,552.61,0.08,44.21
475,User_475,65,France,2020-09-10,55.99,0.17,9.52
476,User_476,37,Japan,2021-07-24,804.28,0.14,112.6
477,User_477,69,Germany,2020-11-30,659.23,0.08,52.74
478,User_478,35,Germany,2024-11-08,494.01,0.06,29.64
479,User_479,59,Germany,2020-11-15,-50.5,0.08,-4.04
480,User_480,64,France,2020-11-11,280.59,0.15,42.09
481,User_481,59,Canada,2024-06-04,964.67,0.07,67.53
482,User_482,28,Japan,2023-03-06,990.84,0.09,89.18
483,User_483,46,Israel,2023-10-21,405.14,0.11,44.57
41,User_41,70,USA,2021-11-26,589.61,0.12,70.75
485,User_485,28,UK,2020-11-21,839.37,0.07,58.76
486,User_486,-5,USA,2023-11-29,631.99,0.08,50.56
487,User_487,47,USA,2023-06-21,26.17,0.15,3.93
488,User_488,31,UK,2022-07-04,88.76,0.04,3.55
489,User_489,43,France,2021-05-29,329.33,0.07,23.05
490,User_490,66,UK,20220810,73.08,0.08,5.85
491,User_491,60,USA,2020-03-24,942.79,0.13,122.56
492,User_492,31,Israel,2022-05-24,941.33,0.14,131.79
493,User_493,42,Germany,,689.97,0.12,82.8
494,User_494,38,USA,2020-05-19,685.49,0.08,54.84
495,User_495,45,Canada,2021-01-19,418.79,0.16,67.01
496,User_496,49,UK,2020-01-18,917.33,0.18,165.12
497,User_497,38,Canada,2021-12-05,337.65,0.08,27.01
287,User_287,47,Canada,2023-07-10,543.05,0.14,76.03
499,User_499,45,Israel,2022-10-21,732.48,0.15,109.87
500,User_500,19,Israel,2024-03-06,204.01,0.17,34.68
501,User_501,36,France,2020-11-10,795.98,0.06,47.76
502,User_502,29,UK,2024-10-13,292.93,0.12,35.15
503,User_503,58,India,2021-01-03,338.04,0.16,54.09
504,User_504,39,Israel,2021-06-04,782.64,0.04,31.31
505,User_505,45,Japan,2024-10-28,17.65,0.08,1.41
506,User_506,21,UK,2020-10-25,264.88,0.13,34.43
507,User_507,42,Canada,2021-04-12,,0.12,80.59
508,User_508,55,Germany,2022-03-21,882.76,0.13,114.76
509,User_509,43,France,2023-11-01,265.45,0.18,47.78
510,User_510,53,UK,2024-09-10,539.59,0.16,86.33
511,User_511,47,France,2021-02-16,184.85,0.14,25.88
512,User_512,62,France,20230304,538.87,0.05,26.94
513,User_513,57,France,2020-12-01,154.21,?,7.71
514,User_514,32,UK,2023-04-17,164.22,0.11,18.06
515,User_515,150,Canada,2023-12-21,613.37,0.11,67.47
260,User_260,65,Japan,2020-02-07,840.39,0.07,58.83
517,User_517,53,UK,2024-08-25,116.25,0.12,13.95
518,User_518,61,USA,2023-06-16,806.45,0.16,129.03
519,User_519,66,Israel,2022-06-05,358.59,0.15,53.79
520,User_520,30,USA,2024-04-11,161.77,0.05,8.09
521,User_521,36,Germany,2020-07-25,560.35,0.07,39.22
522,User_522,30,Canada,2023-11-16,404.28,0.08,32.34
523,User_523,68,Germany,2021-03-12,574.19,0.06,34.45
12,User_12,62,France,2021-03-18,301.23,0.12,36.15
525,User_525,70,UK,2023-05-16,631.63,0.15,94.74
526,User_526,68,Germany,2023-08-29,454.33,0.18,81.78
517,User_517,53,UK,2024-08-25,116.25,0.12,13.95
528,User_528,20,Israel,2021-07-01,883.28,0.11,97.16
529,User_529,59,Germany,2024-08-05,380.13,0.05,19.01
530,User_530,40,Japan,2023-05-08,449.65,0.08,35.97
531,User_531,25,Japan,2022-09-23,549.43,0.12,65.93
532,User_532,52,India,2022-06-30,745.7,0.15,111.86
533,User_533,23,Canada,2022-12-05,573.37,0.11,63.07
534,User_534,49,USA,2020-02-02,929.43,0.15,139.41
535,User_535,36,Israel,2023-09-12,378.45,0.14,52.98
536,User_536,31,India,2022-10-22,184.68,0.08,14.77
537,User_537,38,France,2020-06-11,688.4,0.11,75.72
538,User_538,31,Israel,2022-03-07,191.93,0.13,24.95
539,User_539,47,USA,2020-06-04,997.75,0.18,179.59
540,User_540,31,Germany,2024-01-22,351.43,0.12,42.17
541,User_541,22,Japan,2022-08-11,471.43,0.05,23.57
542,User_542,51,India,2020-08-05,253.32,0.15,38.0
543,User_543,36,UK,2022-03-28,163.5,0.16,26.16
544,User_544,70,USA,2022-01-22,658.64,0.16,105.38
545,User_545,62,USA,2020-03-03,880.42,0.05,44.02
546,User_546,55,Canada,2022-04-11,823.31,0.13,107.03
547,User_547,56,India,2021-02-11,233.15,0.04,9.33
548,User_548,37,UK,2024-09-21,335.96,0.12,40.32
549,User_549,67,Japan,2020-11-01,82.56,0.16,13.21
550,User_550,67,UK,2023-02-20,721.06,0.09,64.9
551,User_551,51,Israel,2021-12-09,468.06,0.15,70.21
552,User_552,56,Germany,2021-08-15,545.49,0.16,87.28
553,User_553,52,Germany,2021-11-01,229.03,0.08,18.32
554,User_554,57,Japan,2022-11-30,477.53,0.13,62.08
555,User_555,23,Israel,2022-12-23,554.39,0.1,55.44
556,User_556,18,India,2024-02-17,61.35,0.07,4.29
134,User_134,18,Japan,2020-05-02,330.75,0.13,43.0
558,User_558,52,UK,2024-03-22,880.96,0.17,149.76
559,User_559,62,France,2023-11-26,742.58,0.07,51.98
560,User_560,45,USA,2022-04-02,451.5,0.08,36.12
561,User_561,26,USA,2023-10-12,167.7,0.14,23.48
562,User_562,63,USA,2023-02-06,882.89,error,70.63
563,User_563,43,USA,2020-12-19,311.33,0.08,24.91
564,User_564,45,USA,2023-03-14,546.61,0.09,49.19
565,User_565,61,Japan,2023-08-31,569.07,0.06,34.14
566,User_566,35,France,2020-06-29,632.92,0.1,63.29
567,User_567,30,Germany,2020-10-03,474.72,0.15,71.21
568,User_568,59,France,2021-11-24,353.63,0.09,31.83
569,User_569,34,France,2023-03-27,168.39,0.14,23.57
570,User_570,31,Japan,2021-04-28,536.29,0.1,53.63
571,User_571,39,USA,2020-11-17,181.94,0.17,30.93
572,User_572,34,Japan,2023-02-09,855.75,0.15,128.36
573,User_573,47,India,2023-01-29,297.4,0.16,47.58
574,User_574,23,Japan,2022-02-01,952.52,0.06,57.15
575,User_575,43,India,2020-10-18,504.23,0.07,35.3
576,User_576,28,France,2020-12-03,828.34,0.11,91.12
577,User_577,56,India,2020-09-21,337.4,0.07,23.62
578,User_578,25,India,2023-05-09,341.37,0.14,47.79
579,User_579,-5,Canada,2023-06-14,462.38,0.13,60.11
580,User_580,69,Canada,2020-08-08,375.68,0.14,52.6
581,User_581,22,USA,2024-05-18,499.98,0.1,50.0
582,User_582,27,Japan,2023-10-17,186.33,0.13,24.22
583,User_583,61,Israel,2023-06-25,254.57,0.17,43.28
584,User_584,30,Canada,2024-10-21,383.73,0.07,26.86
585,User_585,20,USA,2020-09-17,567.42,0.18,102.14
586,User_586,31,Japan,2020-01-27,888.82,0.11,97.77
587,User_587,49,Canada,2022-02-09,869.15,0.16,139.06
588,User_588,47,India,2020-02-05,60.2,0.17,10.23
589,User_589,25,Germany,2023-04-21,701.23,0.16,112.2
590,User_590,56,India,2023-02-08,327.9,0.11,36.07
150,User_150,32,France,2021-06-04,371.15,0.05,18.56
592,,43,India,2024-10-01,370.61,0.13,48.18
593,User_593,48,Japan,2021-07-05,124.36,1.0,124.36
594,User_594,21,Germany,2023-09-23,364.76,0.07,25.53
595,User_595,21,Canada,2023-03-28,308.11,0.06,18.49
596,User_596,33,Canada,2020-12-04,834.47,0.12,100.14
597,User_597,50,France,2020-08-09,252.37,0.11,27.76
598,User_598,32,Japan,2023-11-13,224.7,0.11,24.72
599,User_599,66,Canada,2020-08-29,362.3,0.09,32.61
600,User_600,65,UK,2020-09-11,816.17,0.08,65.29
601,User_601,56,Canada,2022-04-27,438.14,0.15,65.72
602,User_602,30,Israel,2024-08-09,273.83,0.13,35.6
603,User_603,53,Japan,2021-05-31,376.18,0.07,26.33
604,User_604,21,Germany,2021-01-15,476.95,0.07,33.39
605,User_605,51,India,2024-03-04,877.44,0.1,87.74
606,User_606,35,Japan,2021-12-26,806.84,0.14,112.96
607,User_607,33,Israel,2022-06-05,576.74,0.09,51.91
583,User_583,61,Israel,2023-06-25,254.57,0.17,43.28
609,User_609,61,USA,2021-08-01,743.75,0.05,37.19
610,User_610,34,Japan,2024-07-08,409.6,0.05,20.48
611,User_611,37,Japan,2022-09-12,791.51,0.17,134.56
612,User_612,61,Canada,2024-11-30,126.53,0.05,6.33
613,User_613,38,France,2023-03-07,337.54,0.1,33.75
614,User_614,45,France,2022-07-20,error,0.04,2.04
615,User_615,49,USA,2022-03-07,288.41,0.15,43.26
616,User_616,41,Germany,2021-06-19,951.46,0.12,114.18
49,User_49,62,Canada,2024-06-24,249.13,0.05,12.46
618,User_618,22,Japan,2022-12-19,691.58,0.1,69.16
619,User_619,22,Japan,2024-04-03,244.91,0.13,31.84
620,User_620,37,Israel,2020-02-09,617.44,0.12,74.09
299,User_299,58,Germany,2023-10-13,438.23,0.15,65.73
622,User_622,52,Japan,2024-04-11,932.3,0.06,55.94
623,User_623,70,France,2020-02-17,437.92,0.11,48.17
624,User_624,50,India,2022-05-18,315.99,0.14,44.24
625,User_625,64,Japan,2021-11-23,367.95,0.13,47.83
626,User_626,21,Japan,2021-02-06,304.49,0.12,36.54
627,User_627,36,India,2020-08-06,80.69,0.04,3.23
628,User_628,29,Japan,2021-07-25,290.49,0.15,43.57
629,User_629,56,Germany,2022-02-16,595.6,0.16,95.3
630,User_630,38,India,2020-04-22,337.99,0.09,30.42
631,User_631,49,Canada,2022-05-14,710.2,0.11,78.12
632,User_632,NaN,France,2021-04-03,975.68,0.13,126.84
633,User_633,67,India,2021-01-11,776.42,0.13,100.93
634,User_634,46,UK,2021-06-07,781.95,0.07,54.74
635,User_635,49,UK,2020-06-14,339.13,0.16,54.26
636,User_636,55,Japan,2023-12-01,968.48,0.1,96.85
637,User_637,44,Germany,2021-05-14,289.25,0.1,28.93
638,User_638,34,UK,2024-07-05,519.2,0.07,36.34
639,User_639,68,Canada,2020-07-19,712.51,0.17,121.13
640,User_640,54,USA,2023-07-08,104.98,0.04,4.2
641,User_641,41,India,2022-06-07,144.88,0.14,20.28
642,User_642,33,Japan,2022-04-01,536.91,0.1,53.69
643,User_643,20,Canada,2021-09-28,919.68,0.09,82.77
644,User_644,42,India,20200827,475.02,0.07,33.25
645,User_645,32,UK,2020-08-01,410.45,0.07,28.73
646,User_646,39,Germany,2020-04-01,25.87,0.15,3.88
647,User_647,63,Canada,2022-10-22,172.9,0.04,6.92
648,User_648,25,France,2022-08-09,856.96,0.16,137.11
649,User_649,59,India,2024-09-05,729.57,0.07,51.07
650,User_650,45,France,2022-03-01,471.06,0.16,75.37
651,User_651,55,Germany,2022-04-04,428.36,0.13,55.69
652,User_652,40,UK,2021-06-07,962.94,0.14,134.81
653,User_653,23,Germany,2024-07-15,395.48,0.14,55.37
654,User_654,18,UK,2020-02-07,27.55,0.08,2.2
655,User_655,38,India,2022-01-07,202.2,0.11,22.24
656,User_656,59,UK,2021-01-06,20000,0.09,1800.0
657,User_657,20,USA,2022-07-09,139.02,0.07,9.73
658,User_658,55,Japan,2024-02-11,572.35,0.08,45.79
659,User_659,48,Germany,2021-10-13,876.88,0.08,70.15
660,User_660,26,Japan,2022-12-06,490.11,0.09,44.11
661,User_661,54,UK,2021-08-14,675.41,0.05,33.77
662,User_662,69,USA,2022-07-26,877.41,0.16,140.39
663,User_663,18,India,2021-08-30,846.2,0.13,110.01
664,User_664,28,France,2022-03-14,637.32,0.05,31.87
665,User_665,33,Germany,2020-01-04,190.93,0.14,26.73
666,User_666,?,France,2023-10-13,762.64,0.18,137.28
667,User_667,69,Germany,2023-02-16,960.68,0.11,105.67
668,User_668,62,USA,2022-08-17,449.22,0.17,76.37
669,User_669,64,UK,2020-01-27,231.12,0.13,30.05
670,User_670,61,USA,2020-07-20,745.19,0.15,111.78
671,User_671,48,France,2023-04-24,888.21,0.08,71.06
672,User_672,18,USA,2023-07-30,998.02,0.18,179.64
673,User_673,30,Israel,2023-09-27,677.24,0.09,60.95
674,User_674,57,USA,2023-08-07,260.99,0.11,28.71
675,User_675,34,Canada,2022-10-23,466.28,0.12,55.95
676,User_676,69,Israel,2024-11-06,230.95,0.18,41.57
677,User_677,55,India,2024-05-04,661.23,0.06,39.67
678,User_678,60,France,2021-08-30,688.13,0.15,103.22
679,User_679,34,India,2020-04-11,651.92,0.05,32.6
253,User_253,30,France,2021-09-13,999.23,0.05,49.96
681,User_681,59,UK,2024-07-17,536.1,0.08,42.89
682,User_682,59,USA,2023-08-06,219.95,0.16,35.19
683,User_683,45,Canada,2020-05-10,680.0,0.16,108.8
684,User_684,23,USA,2022-07-17,787.53,0.08,63.0
685,User_685,49,USA,2020-05-31,987.51,0.08,79.0
686,User_686,22,Japan,2020-08-12,496.38,0.07,34.75
687,User_687,33,India,2021-03-29,600.47,0.15,90.07
688,User_688,67,Canada,2023-07-07,961.3,0.05,48.06
312,User_312,31,India,2020-07-01,222.91,0.5,111.45
690,User_690,19,Canada,2021-02-27,407.44,0.06,24.45
691,User_691,67,UK,2021-09-20,200.14,0.12,24.02
692,User_692,59,UK,2020-12-06,327.94,0.15,49.19
693,User_693,39,India,2022-11-28,117.52,0.17,19.98
694,User_694,60,UK,2021-03-18,264.02,0.1,26.4
695,User_695,36,,2024-07-21,706.87,0.07,49.48
696,User_696,66,France,2022-06-19,758.18,0.1,75.82
697,User_697,25,Japan,2020-04-14,220.33,0.06,13.22
698,User_698,37,Germany,2020-02-29,575.5,0.05,28.78
699,User_699,18,India,2021-03-13,281.47,0.12,33.78
700,User_700,26,Japan,2023-06-22,676.58,0.06,40.59
701,User_701,58,Germany,2022-07-24,366.98,0.14,51.38
702,User_702,19,Israel,2023-02-28,561.28,0.12,67.35
703,User_703,34,Israel,2021-07-10,304.03,0.15,45.6
704,User_704,26,Canada,2021-05-26,688.73,0.11,75.76
705,User_705,55,Israel,2021-10-07,236.99,0.14,33.18
706,User_706,68,Israel,2021-02-08,19.79,0.16,3.17
707,User_707,26,India,2020-01-14,945.92,0.12,113.51
708,User_708,34,Israel,20200108,747.04,0.05,37.35
709,User_709,51,Canada,2023-09-03,16.64,0.05,0.83
710,User_710,62,Israel,2020-11-03,139.98,0.06,8.4
711,User_711,27,Israel,2023-05-13,592.61,0.13,77.04
712,User_712,67,Canada,2020-09-22,870.66,0.05,43.53
713,User_713,27,Canada,2022-08-14,982.91,0.05,49.15
714,User_714,57,Israel,2020-12-14,622.43,0.17,105.81
715,User_715,30,Israel,2024-10-12,472.88,0.08,37.83
716,User_716,45,Israel,2024-11-19,704.98,0.1,70.5
717,User_717,51,Israel,2020-07-19,481.18,0.13,62.55
718,User_718,NaN,Germany,2024-08-04,747.44,0.12,89.69
719,User_719,55,France,2024-01-18,225.93,0.17,38.41
720,User_720,30,France,2024-08-01,975.12,0.06,58.51
721,User_721,61,Canada,2021-12-23,470.66,0.15,70.6
373,User_373,18,Germany,2023-04-17,799.09,0.08,63.93
723,User_723,24,Germany,2020-05-14,108.38,0.16,17.34
724,User_724,34,Canada,2021-11-04,866.03,0.12,103.92
725,User_725,59,Canada,2022-05-20,623.81,0.06,37.43
726,User_726,47,Germany,2022-05-29,165.85,0.08,13.27
727,User_727,46,Japan,2024-07-31,924.88,0.09,83.24
728,User_728,33,Canada,2021-05-08,696.77,0.11,76.64
729,User_729,45,Canada,2022-01-22,653.6,0.04,26.14
730,User_730,50,Canada,NaN,471.23,0.17,80.11
731,User_731,65,India,2022-01-12,693.33,0.08,55.47
732,User_732,57,USA,2024-06-22,58.52,0.07,4.1
733,User_733,27,Canada,2021-04-09,245.45,0.15,36.82
734,User_734,47,France,2024-06-12,660.38,0.11,72.64
735,User_735,41,France,2024-11-22,579.36,0.05,28.97
736,User_736,35,Israel,2022-10-17,729.71,0.12,87.57
737,User_737,19,France,2022-03-02,860.71,0.15,129.11
477,User_477,69,Germany,2020-11-30,659.23,0.08,52.74
393,User_393,36,Germany,2022-03-17,607.05,0.07,42.49
740,User_740,52,Israel,2020-02-23,256.79,0.11,28.25
741,User_741,53,India,2023-05-17,826.23,0.08,66.1
742,User_742,36,Japan,2021-09-12,783.41,0.1,78.34
743,User_743,42,UK,2020-11-23,862.56,0.11,94.88
744,User_744,24,Canada,2022-10-06,882.3,0.12,105.88
745,User_745,46,Japan,2020-12-18,936.92,0.04,37.48
746,User_746,40,USA,,981.59,0.16,157.05
747,User_747,49,India,2022-09-20,571.65,0.12,68.6
748,User_748,29,Canada,2021-10-12,332.3,0.08,26.58
749,User_749,37,USA,2022-01-07,223.52,0.14,31.29
750,User_750,22,USA,2021-12-08,946.13,0.14,132.46
751,User_751,66,UK,2022-11-14,734.36,0.14,102.81
752,User_752,70,USA,2024-10-22,192.95,0.08,15.44
753,User_753,59,Japan,2022-05-23,723.07,0.07,50.61
754,User_754,48,France,2020-08-16,763.39,0.18,137.41
755,User_755,70,India,2022-01-08,727.14,0.09,65.44
756,User_756,33,USA,2022-11-02,375.78,0.1,37.58
757,User_757,31,USA,2023-07-02,739.37,0.17,125.69
758,User_758,57,Israel,2021-03-27,807.28,0.12,96.87
759,User_759,60,France,2023-06-19,544.4,0.05,27.22
108,User_108,34,India,2024-09-14,977.22,0.07,68.41
761,User_761,68,Israel,2022-04-27,91.86,0.05,4.59
762,User_762,20,Israel,2023-10-06,53.65,0.06,3.22
763,User_763,42,USA,2024-07-06,777.28,0.16,124.36
764,User_764,55,Israel,2022-12-06,465.59,0.06,27.94
765,User_765,30,India,2024-05-08,167.15,0.08,13.37
766,User_766,35,Germany,2020-11-30,320.15,0.14,44.82
767,User_767,39,Japan,2020-02-29,170.55,0.12,20.47
768,User_768,23,Germany,2022-04-14,207.75,0.13,27.01
769,User_769,32,Canada,2020-12-25,993.21,0.1,99.32
770,User_770,46,USA,2020-03-14,26.28,0.11,2.89
771,User_771,27,Germany,2024-05-23,585.9,0.11,64.45
772,User_772,57,UK,2023-05-24,760.34,0.11,83.64
773,User_773,32,USA,2023-07-17,760.1,0.05,38.01
774,User_774,37,France,2020-09-28,870.1,0.16,139.22
775,User_775,39,USA,2024-09-18,88.34,0.06,5.3
776,User_776,67,USA,2024-08-19,147.75,0.04,5.91
777,User_777,21,France,2020-06-23,991.47,0.13,128.89
778,User_778,67,Canada,2020-01-26,920.21,0.16,147.23
779,User_779,62,France,2023-04-16,238.21,0.05,11.91
780,User_780,20,Germany,2023-06-11,716.94,0.07,50.19
781,User_781,44,Israel,2024-08-01,474.22,0.13,61.65
782,User_782,32,France,2023-12-18,-50.5,0.05,-2.53
783,User_783,66,Israel,2022-12-29,609.5,0.09,54.85
784,User_784,33,Japan,2022-03-20,949.59,0.08,75.97
785,User_785,19,Japan,2023-07-07,957.75,0.1,95.78
786,User_786,62,Germany,,269.62,0.1,26.96
787,User_787,47,Israel,2021-05-01,760.27,0.16,121.64
788,User_788,26,UK,2023-04-09,443.15,0.14,62.04
789,User_789,57,UK,2024-03-18,21.16,0.14,2.96
790,User_790,69,France,2022-05-07,555.61,0.18,100.01
791,User_791,39,Germany,2024-08-19,20000,0.1,2000.0
792,User_792,52,Canada,2020-05-08,476.14,0.14,66.66
793,User_793,42,Israel,2020-05-17,573.87,0.06,34.43
794,User_794,33,France,2023-11-29,846.57,0.15,126.99
151,User_151,35,Germany,2020-05-07,371.97,0.08,29.76
796,User_796,20,France,2024-09-21,26.71,0.08,2.14
797,User_797,69,France,2023-07-21,81.84,0.12,9.82
798,User_798,68,USA,2020-11-27,710.1,0.16,113.62
799,User_799,31,Germany,2020-07-13,913.71,0.1,91.37
800,User_800,61,USA,NaN,473.43,0.13,61.55
801,User_801,28,Japan,2020-01-26,322.32,0.06,19.34
802,User_802,error,Canada,2021-01-05,10.27,0.16,1.64
803,User_803,65,France,2022-08-15,602.53,0.12,72.3
684,User_684,23,USA,2022-07-17,787.53,0.08,63.0
805,User_805,43,Canada,2020-03-24,428.68,0.14,60.02
806,User_806,23,Japan,2023-09-15,256.35,0.1,25.64
807,User_807,41,France,2022-12-03,942.01,0.1,94.2
808,User_808,-5,France,2022-08-15,87.89,0.14,12.3
809,User_809,40,Japan,2024-04-13,924.06,0.11,101.65
810,User_810,20,Germany,2020-10-29,196.97,0.17,33.48
811,User_811,69,Canada,2023-07-06,242.39,0.08,19.39
812,NaN,41,Canada,2022-04-05,766.02,0.15,114.9
813,User_813,59,Germany,2020-01-15,489.09,0.13,63.58
814,User_814,37,India,2023-03-13,325.9,0.16,52.14
815,User_815,32,UK,2021-09-08,432.17,0.06,25.93
816,User_816,38,India,2023-01-19,310.55,0.14,43.48
817,User_817,45,USA,2020-03-30,910.36,0.16,145.66
818,User_818,23,Japan,2021-09-23,718.19,0.12,86.18
819,User_819,30,Japan,2023-12-05,848.02,0.08,67.84
820,User_820,31,Canada,2022-12-12,246.56,0.06,14.79
821,User_821,23,India,2023-06-12,785.4,0.04,31.42
822,User_822,150,Japan,2022-09-14,414.19,0.05,20.71
823,User_823,?,Canada,2022-01-29,845.08,0.1,84.51
824,User_824,35,France,2022-11-25,953.72,0.16,152.6
825,User_825,35,India,2021-11-10,918.41,0.06,55.1
826,User_826,70,Israel,2024-04-26,16.25,0.12,1.95
827,User_827,41,Japan,2021-07-03,549.59,0.07,38.47
828,User_828,48,UK,2024-05-01,853.57,0.15,128.04
829,User_829,54,France,2020-10-23,587.77,0.09,52.9
830,User_830,34,Israel,2023-08-26,554.71,0.11,61.02
831,User_831,55,USA,2021-07-04,187.36,0.09,16.86
832,User_832,63,UK,2023-09-03,636.11,0.15,95.42
833,User_833,38,Japan,2020-10-30,156.34,0.1,15.63
834,User_834,36,Germany,2023-11-25,515.14,0.08,41.21
835,User_835,67,France,2021-02-16,701.0,0.18,126.18
836,User_836,50,France,2022-01-29,919.86,0.06,55.19
837,User_837,49,France,2024-07-25,325.45,0.05,16.27
838,User_838,45,Israel,2023-12-03,414.98,0.12,49.8
839,User_839,37,USA,2024-02-17,769.99,0.17,130.9
840,User_840,32,Japan,2020-01-17,59.89,0.08,4.79
841,User_841,28,France,2021-06-17,792.94,0.05,39.65
842,User_842,33,Canada,2023-01-23,95.59,0.09,8.6
843,User_843,45,France,2022-09-14,744.88,0.07,52.14
844,User_844,22,USA,2022-01-02,547.76,0.05,27.39
845,User_845,51,Germany,2022-06-06,287.18,0.11,31.59
846,User_846,32,Canada,2021-08-07,531.78,0.15,79.77
847,User_847,27,Germany,2023-01-26,518.52,0.1,51.85
848,User_848,41,Israel,2020-09-21,535.94,0.14,75.03
849,User_849,39,Japan,2022-11-07,73.67,0.15,11.05
850,User_850,61,UK,2024-03-04,80.22,0.13,10.43
851,User_851,59,Canada,2021-06-23,215.43,0.07,15.08
852,User_852,28,Israel,2021-05-21,584.97,0.08,46.8
853,User_853,61,France,2021-09-21,811.02,0.12,97.32
854,User_854,60,USA,2023-03-22,675.82,0.15,101.37
855,User_855,40,Israel,2020-02-29,71.59,0.17,12.17
856,User_856,61,India,2022-03-31,953.54,0.07,66.75
857,User_857,58,Israel,2020-09-21,215.69,0.06,12.94
858,User_858,50,USA,2024-08-30,231.55,0.08,18.52
859,User_859,24,UK,2020-06-15,858.1,0.13,111.55
860,User_860,45,Canada,2024-06-01,364.93,0.18,65.69
861,User_861,40,USA,2020-07-31,206.73,0.11,22.74
862,NaN,61,Canada,2024-03-09,88.79,0.09,7.99
863,User_863,65,France,2023-12-19,639.29,0.16,102.29
864,User_864,67,UK,2021-04-15,658.5,0.16,105.36
62,User_62,20,USA,2023-09-03,397.47,0.09,35.77
866,User_866,36,UK,2021-04-02,253.98,0.11,27.94
867,User_867,45,Canada,2020-01-07,473.77,0.09,42.64
868,User_868,40,India,2023-12-11,997.28,0.09,89.76
869,User_869,18,UK,2020-02-13,486.48,0.06,29.19
870,User_870,27,UK,2022-08-15,80.37,0.04,3.21
871,User_871,58,France,2024-11-07,736.75,0.14,103.15
616,User_616,41,Germany,2021-06-19,951.46,0.12,114.18
873,User_873,37,USA,2024-10-24,878.01,0.05,43.9
874,User_874,37,Germany,2021-06-25,108.81,0.15,16.32
875,User_875,58,France,2021-05-31,379.27,0.06,22.76
876,User_876,24,Israel,NaN,178.42,0.1,17.84
877,User_877,23,Germany,2023-09-01,408.08,0.07,28.57
878,User_878,69,USA,2022-03-18,118.16,0.09,10.63
879,User_879,19,UK,2021-12-02,307.52,0.09,27.68
880,User_880,50,Japan,2020-02-19,674.27,0.15,101.14
881,User_881,51,India,2024-04-18,911.01,0.08,72.88
882,User_882,69,USA,2020-06-07,20000,0.07,1400.0
883,User_883,56,Japan,2020-05-16,997.23,0.18,179.5
884,User_884,28,Japan,2021-03-04,613.16,0.14,85.84
885,User_885,58,USA,2021-01-06,386.16,0.06,23.17
886,User_886,38,India,2022-03-09,177.67,0.16,28.43
887,User_887,70,Israel,2024-05-29,223.8,0.09,20.14
888,User_888,41,Israel,2022-08-02,429.79,0.15,64.47
889,User_889,21,Israel,2024-03-22,878.39,0.15,131.76
890,User_890,54,India,2020-05-27,227.86,0.04,9.11
891,User_891,19,Canada,2022-02-28,832.99,0.17,141.61
892,User_892,59,India,2024-06-20,254.77,0.05,12.74
893,User_893,41,Germany,2020-01-14,843.36,0.07,59.04
894,User_894,25,Japan,2024-06-11,945.81,0.11,104.04
895,User_895,51,Canada,2020-01-01,959.24,0.08,76.74
896,User_896,51,Israel,2021-01-29,998.05,0.1,99.81
897,User_897,48,France,2020-01-28,397.98,0.13,51.74
898,User_898,41,UK,2022-09-06,446.68,0.11,49.13
899,User_899,27,India,2024-06-24,362.87,0.11,39.92
900,User_900,32,USA,2020-12-02,860.03,0.13,111.8
901,User_901,29,UK,2020-10-03,436.32,0.16,69.81
902,User_902,68,India,2023-12-16,947.97,0.11,104.28
903,User_903,67,UK,2020-01-03,658.17,0.1,65.82
904,User_904,21,UK,2022-06-17,882.04,0.06,52.92
905,User_905,32,France,2022-01-14,964.57,0.07,67.52
906,User_906,29,Japan,2021-04-11,552.73,0.04,22.11
907,User_907,55,USA,2021-02-09,20000,0.08,1600.0
908,User_908,70,France,2022-12-31,829.08,0.04,33.16
909,User_909,57,India,2024-11-05,246.28,0.05,12.31
910,User_910,47,Japan,2021-04-11,357.08,0.12,42.85
911,User_911,24,Israel,2020-03-06,522.63,0.06,31.36
912,User_912,33,Canada,2022-04-08,180.57,0.08,14.45
913,User_913,42,India,2023-06-23,472.5,0.07,33.08
914,User_914,63,Canada,2023-03-18,620.01,0.16,99.2
128,User_128,59,Germany,2023-07-20,340.94,0.07,23.87
916,User_916,46,India,2023-08-16,302.75,0.13,39.36
917,User_917,22,Germany,2024-09-07,616.47,0.13,80.14
918,User_918,54,France,2021-10-14,820.12,0.16,131.22
919,User_919,63,Germany,2024-08-30,451.15,0.16,72.18
920,User_920,26,Canada,2021-12-31,419.78,0.17,71.36
921,User_921,58,Israel,2020-06-02,400.04,0.15,60.01
922,User_922,39,Germany,2020-04-17,842.3,0.06,50.54
923,User_923,NaN,Germany,2021-09-17,80.64,0.07,5.64
924,User_924,36,Germany,2023-01-27,627.78,0.09,56.5
925,User_925,64,Israel,2022-04-08,370.03,0.12,44.4
